Student_ID,Name,Father_Name,Mother_Name,Age,Gender,Class,Section,Roll_Number,City,State,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Screen_Time_Hours,Internet_Access,Owns_Smartphone,Tuition,Family_Income_Level,Parents_Education,Number_of_Siblings,Favourite_Subject,Least_Favourite_Subject,Favourite_Game,Favourite_Food,Food_Type,Career_Goal,Transportation_Mode,Skill_1,Skill_2,Participation_Activity,Sports_Participation,Library_Visits_Per_Month,Assignments_Completed,Projects_Completed,Homework_Submission_Rate,Discipline_Record,Stress_Level,Mental_Wellbeing_Score,Peer_Interaction_Score,Teacher_Feedback,Maths_Marks,Science_Marks,English_Marks,Hindi_Marks,Social_Science_Marks,Computer_Marks,Overall_Percentage,Result,Performance_Level
STU03044,Kiara Bose,Nehmat Sangha,Zain Walla,14.0,Male,12th,C,54.0,Patna,Telangana,64.58,7.2,4.6,6.6,Yes,Yes,Yes,Medium,Post Graduate,0.0,Maths,English,Basketball,,Vegetarian,Scientist,Walking,Python,Video Editing,Coding Club,Yes,16.0,16.0,9.0,73.58,,,3.0,3.0,Good,40.0,92.0,76.0,68.0,74.0,71.0,70.17,Pass,Good
STU03045,,Abram Thaman,Alia Bedi,,Female,7th,A,18.0,Bhopal,Telangana,90.87,,6.3,7.2,No,Yes,Yes,High,Primary,2.0,Maths,Social Science,Volleyball,Pizza,Vegetarian,Engineer,Private Vehicle,Communication,Public Speaking,Music,Yes,9.0,2.0,,63.15,Average,High,3.0,1.0,,92.0,85.0,38.0,61.0,95.0,54.0,,Pass,Good
STU03046,Mehul Varty,Ira Madan,Kartik Ranganathan,7.0,,1st,B,16.0,Ahmedabad,Telangana,50.87,7.2,9.3,6.3,No,No,No,High,Post Graduate,5.0,English,,Basketball,Biryani,Vegetarian,Scientist,Auto,Python,Creativity,Coding Club,Yes,20.0,10.0,10.0,77.46,Average,High,1.0,8.0,Excellent,36.0,85.0,36.0,80.0,55.0,,58.17,Pass,Average
,,Tanya Chopra,Vedika Dave,16.0,Female,8th,D,55.0,Lucknow,Madhya Pradesh,66.42,3.8,6.6,6.1,Yes,No,No,Low,Primary,4.0,Maths,Computer,Volleyball,Pizza,Vegan,Teacher,Auto,Video Editing,Teamwork,Coding Club,Yes,0.0,17.0,5.0,59.57,Average,High,1.0,6.0,Needs Improvement,45.0,49.0,66.0,,51.0,67.0,60.83,Pass,
,Tiya Gara,Jhanvi Andra,Kartik Vaidya,12.0,,7th,A,27.0,Ahmedabad,Telangana,85.61,5.5,9.7,6.1,No,Yes,Yes,High,Graduate,0.0,Hindi,,Hockey,Biryani,Non-Vegetarian,IAS,Walking,Creativity,Communication,,Yes,18.0,19.0,5.0,79.5,Poor,Low,4.0,10.0,Good,61.0,83.0,66.0,71.0,,50.0,64.5,Fail,Average
STU03049,Divit Sha,Keya Ahluwalia,Dishani Dugal,16.0,,3rd,D,19.0,Patna,Gujarat,61.98,1.9,4.9,4.5,No,Yes,No,High,Secondary,1.0,Hindi,English,Volleyball,Pizza,Vegan,Artist,Private Vehicle,Public Speaking,Graphic Design,Sports Club,No,7.0,19.0,,83.21,,Medium,10.0,1.0,Excellent,92.0,46.0,80.0,78.0,68.0,80.0,74.0,Fail,Good
STU03050,,Hunar Arora,Aradhya Jhaveri,8.0,,,B,3.0,Jaipur,Telangana,72.46,5.8,9.9,3.3,,,No,,Post Graduate,2.0,Computer,Hindi,Chess,Burger,Non-Vegetarian,,Bus,Communication,Critical Thinking,Sports Club,Yes,3.0,5.0,8.0,98.47,,Low,2.0,7.0,Average,38.0,49.0,64.0,76.0,83.0,39.0,58.17,Pass,Average
STU03051,Zaina Bala,Ishita Kurian,,,Male,9th,B,3.0,Mumbai,,98.54,7.8,7.5,8.9,Yes,Yes,Yes,High,Secondary,1.0,Hindi,English,Volleyball,Biryani,Vegan,IAS,Auto,Video Editing,,NCC,Yes,10.0,15.0,6.0,,Poor,Medium,,10.0,Average,50.0,,91.0,,65.0,83.0,77.0,Pass,Good
,Purab Ghose,Nehmat Reddy,Shayak Taneja,12.0,Male,12th,D,2.0,Ahmedabad,Telangana,77.02,4.7,9.7,8.9,No,Yes,Yes,Medium,Post Graduate,1.0,Social Science,Social Science,,Dosa,Vegan,IAS,Auto,Video Editing,Problem Solving,NCC,No,16.0,21.0,4.0,73.06,Good,High,10.0,4.0,Good,90.0,80.0,74.0,48.0,69.0,36.0,,Fail,Average
STU03053,Riaan Venkataraman,,Biju Mani,18.0,Male,1st,B,38.0,Hyderabad,Rajasthan,57.39,5.4,9.2,1.0,No,No,,Low,Primary,0.0,Social Science,Maths,Kabaddi,Pizza,Vegan,Engineer,Bus,Communication,Creativity,Science Fair,Yes,3.0,14.0,8.0,91.09,Average,Low,1.0,,Needs Improvement,81.0,65.0,64.0,51.0,47.0,74.0,63.67,Pass,Average
,Jivin Dhar,Advika Thaman,Navya Salvi,15.0,Female,6th,B,27.0,Ahmedabad,Uttar Pradesh,75.14,1.1,7.0,5.4,,Yes,No,Medium,Post Graduate,,Social Science,,Tennis,Pasta,Non-Vegetarian,Scientist,Auto,Problem Solving,Video Editing,Art Club,No,16.0,8.0,9.0,51.25,Average,Low,1.0,6.0,Needs Improvement,57.0,95.0,78.0,71.0,78.0,35.0,69.0,Fail,Average
STU03055,Aniruddh Dara,Ryan Kaur,Sana Wason,8.0,Male,9th,C,13.0,Delhi,Madhya Pradesh,65.61,6.3,8.7,7.4,Yes,Yes,Yes,Medium,Post Graduate,2.0,Computer,Science,Badminton,Biryani,Vegan,Scientist,Bus,Teamwork,Leadership,Science Fair,Yes,19.0,14.0,0.0,44.58,,High,4.0,5.0,Average,88.0,88.0,61.0,89.0,80.0,60.0,77.67,Fail,Good
STU03056,Tanya Rau,Hiran Ganesh,Mishti Varty,15.0,Female,6th,B,44.0,Ahmedabad,Telangana,69.22,2.9,5.4,5.2,Yes,No,Yes,High,,1.0,English,Maths,Hockey,Pizza,Non-Vegetarian,IAS,Auto,Teamwork,Video Editing,Drama,Yes,20.0,15.0,,54.25,Good,Medium,8.0,3.0,Excellent,95.0,50.0,68.0,64.0,80.0,78.0,72.5,Pass,
STU03057,Elakshi Hayre,Jayant Agrawal,Khushi Bahl,6.0,Male,11th,C,9.0,Hyderabad,Rajasthan,95.37,5.4,7.1,5.9,Yes,No,No,Medium,Secondary,0.0,English,Hindi,Athletics,Paneer,Non-Vegetarian,Scientist,Auto,Python,Leadership,NCC,No,17.0,20.0,3.0,59.74,Poor,Medium,2.0,1.0,Excellent,66.0,89.0,81.0,44.0,80.0,58.0,69.67,Pass,Average
STU03058,Trisha Karpe,Kiaan Bhatt,Kartik Toor,18.0,Female,5th,D,43.0,Jaipur,Rajasthan,82.44,1.5,8.0,,No,No,Yes,Low,Primary,4.0,Social Science,English,Hockey,Paneer,Non-Vegetarian,Artist,Auto,Teamwork,Teamwork,Music,No,6.0,5.0,,82.75,Average,Medium,4.0,3.0,Average,69.0,39.0,84.0,67.0,74.0,81.0,69.0,Fail,Average
STU03059,Neelofar Vohra,Lavanya Banik,Hansh Bhat,15.0,Male,9th,B,2.0,Patna,Uttar Pradesh,,4.6,6.8,9.8,Yes,No,Yes,High,Secondary,3.0,Maths,Hindi,Chess,Dosa,Vegan,Athlete,Cycle,Public Speaking,Graphic Design,Art Club,No,1.0,23.0,10.0,67.12,Good,Medium,,1.0,,81.0,43.0,59.0,,78.0,92.0,,Fail,Good
STU03060,,Sara Sheth,Anay Sabharwal,16.0,Male,7th,B,12.0,Delhi,Gujarat,,4.4,4.5,9.6,Yes,No,Yes,Low,Secondary,0.0,Maths,Computer,Football,Burger,Non-Vegetarian,Engineer,Walking,Leadership,Critical Thinking,Quiz Competition,No,5.0,3.0,1.0,97.84,Good,High,7.0,7.0,Excellent,100.0,60.0,48.0,40.0,95.0,50.0,65.5,Fail,Average
STU03061,Jiya Batra,Myra Dutta,Tiya Kara,16.0,Female,10th,D,35.0,Jaipur,Telangana,59.5,2.7,8.3,,No,No,No,Medium,Post Graduate,3.0,,Science,,,Vegetarian,Teacher,Auto,Communication,Video Editing,Art Club,Yes,4.0,13.0,12.0,79.66,Poor,,,4.0,Excellent,66.0,47.0,46.0,97.0,,39.0,64.0,Pass,Average
STU03062,Dishani Bhagat,Aradhya Uppal,Arnav Handa,,Female,8th,A,28.0,Pune,Telangana,89.21,3.4,7.0,3.6,Yes,Yes,No,High,Secondary,5.0,Maths,Maths,Basketball,Pasta,Vegan,Athlete,Bus,Problem Solving,Leadership,Quiz Competition,,3.0,18.0,3.0,93.33,Poor,Low,4.0,7.0,Good,87.0,80.0,,81.0,60.0,74.0,,Fail,Good
,Advika Bumb,Mohanlal Dugar,Rohan Dixit,15.0,Male,1st,C,2.0,Bhopal,Uttar Pradesh,72.4,5.7,4.7,9.0,No,No,No,,,0.0,Hindi,Computer,Athletics,Biryani,Non-Vegetarian,Business,Private Vehicle,Problem Solving,Creativity,Music,Yes,7.0,9.0,12.0,88.58,Average,Low,3.0,9.0,Average,62.0,50.0,85.0,37.0,49.0,91.0,62.33,Fail,Average
,Shamik Chaudhari,Samiha Sarma,Ehsaan Acharya,14.0,Male,2nd,A,52.0,Indore,Madhya Pradesh,,,9.6,2.6,Yes,No,,High,Primary,2.0,Maths,Social Science,,Dosa,Vegetarian,Artist,Cycle,Teamwork,Leadership,Sports Club,Yes,14.0,1.0,8.0,,Average,Medium,,8.0,Average,53.0,89.0,38.0,90.0,91.0,38.0,66.5,Pass,Average
STU03065,Ryan Desai,Saira Sheth,Eva Chaudhary,12.0,Female,9th,A,28.0,Patna,Telangana,63.74,5.9,4.5,6.7,Yes,Yes,No,Medium,Primary,5.0,,English,Chess,Burger,Vegan,IAS,Private Vehicle,Video Editing,Problem Solving,Music,No,10.0,8.0,7.0,51.42,Good,High,6.0,9.0,Excellent,48.0,72.0,52.0,84.0,57.0,45.0,59.67,Pass,Average
STU03066,Vidur Batta,Sahil Dara,Kiara Sachdeva,17.0,Male,9th,C,56.0,Pune,Madhya Pradesh,56.01,4.2,8.2,4.3,,Yes,Yes,Low,Graduate,,Science,Science,Tennis,Pizza,Vegetarian,Doctor,Auto,,,Music,Yes,8.0,4.0,2.0,85.49,Poor,,,9.0,Good,51.0,55.0,65.0,,,66.0,58.33,Fail,Average
STU03067,Jhanvi Iyer,Samiha Bala,Anika Bakshi,9.0,,11th,B,17.0,,Gujarat,84.51,5.5,7.9,9.9,Yes,Yes,No,Medium,Post Graduate,1.0,English,Maths,Badminton,Dosa,Vegetarian,Doctor,Auto,Critical Thinking,Python,Music,Yes,17.0,0.0,,81.74,Poor,Low,10.0,5.0,Average,100.0,61.0,51.0,95.0,36.0,51.0,65.67,Fail,Average
STU03068,Inaaya  Chhabra,Raunak Borde,Anya Vaidya,8.0,Male,11th,A,8.0,Ahmedabad,Telangana,77.76,4.8,4.4,3.7,No,No,No,High,Primary,,English,Hindi,Athletics,Dosa,Non-Vegetarian,Athlete,Walking,Teamwork,,Sports Club,Yes,3.0,3.0,6.0,40.69,Good,High,2.0,9.0,Excellent,81.0,,47.0,74.0,,85.0,79.67,,Good
STU03069,Rania Mander,Lagan Thakkar,Priyansh Sethi,14.0,Female,1st,C,13.0,Ahmedabad,,,3.7,7.4,7.3,No,Yes,Yes,Medium,Primary,5.0,Maths,Computer,Tennis,Biryani,,Engineer,Private Vehicle,Python,Graphic Design,Science Fair,,5.0,13.0,7.0,72.42,Good,Low,9.0,5.0,Excellent,100.0,54.0,60.0,61.0,,79.0,68.17,Pass,Average
STU03070,Yashvi Ram,Lagan Dutt,,13.0,Female,6th,B,30.0,Ahmedabad,Maharashtra,73.77,3.6,4.2,1.8,No,No,Yes,Medium,Secondary,0.0,Maths,Maths,Chess,Pizza,Vegetarian,IAS,Walking,Public Speaking,Teamwork,Coding Club,No,16.0,16.0,12.0,70.9,Poor,Medium,1.0,5.0,Average,52.0,83.0,74.0,74.0,65.0,85.0,72.17,Fail,Good
STU03071,Yasmin Khosla,Saira Dube,Armaan Ramesh,15.0,Female,7th,C,56.0,Mumbai,Uttar Pradesh,97.98,5.2,5.1,6.2,Yes,Yes,No,Low,Secondary,1.0,Social Science,Science,Football,Paneer,Vegetarian,Doctor,Private Vehicle,Critical Thinking,Communication,Music,Yes,,16.0,5.0,55.39,Poor,Low,1.0,9.0,Excellent,36.0,52.0,51.0,90.0,,39.0,60.33,Fail,Average
,Parinaaz Ravi,Pranay Kari,Devansh Sanghvi,12.0,Male,4th,C,49.0,Mumbai,Gujarat,83.52,7.3,4.6,7.7,Yes,No,Yes,Low,Primary,0.0,,Hindi,Football,Burger,Vegetarian,Engineer,Bus,Communication,Python,NCC,Yes,10.0,8.0,5.0,44.51,Average,Low,7.0,3.0,Excellent,74.0,54.0,100.0,80.0,64.0,50.0,70.33,Pass,Good
STU03073,Ranbir Choudhury,Gokul Bhatti,Nitya Edwin,16.0,Male,6th,B,23.0,Patna,Telangana,,6.5,5.4,6.9,No,No,No,Low,Primary,0.0,Science,Social Science,Volleyball,Pasta,Non-Vegetarian,Teacher,Walking,Video Editing,Problem Solving,Debate Club,No,10.0,7.0,8.0,41.08,,,8.0,,Needs Improvement,35.0,92.0,61.0,,49.0,,63.5,Pass,
STU03074,Vanya Shetty,Lakshay Virk,Alia Mammen,6.0,Female,8th,A,17.0,Bhopal,Gujarat,90.63,3.6,8.8,3.0,,Yes,No,Medium,Secondary,4.0,Maths,Computer,Kabaddi,Pizza,Vegan,Athlete,Walking,Critical Thinking,Teamwork,Art Club,No,7.0,0.0,0.0,,Average,High,6.0,,Needs Improvement,50.0,99.0,96.0,87.0,49.0,46.0,71.17,Pass,Good
,Hunar Bora,Gokul Chacko,Sumer Ratti,10.0,,5th,B,9.0,Pune,Maharashtra,63.45,6.3,,2.1,No,No,Yes,Low,Secondary,5.0,Social Science,,Athletics,Dosa,Vegetarian,IAS,Walking,Graphic Design,Teamwork,Quiz Competition,No,20.0,,10.0,94.57,Average,High,4.0,10.0,Excellent,43.0,65.0,43.0,69.0,91.0,83.0,65.67,Pass,
STU03076,Gokul Toor,,Prerak Rajagopal,14.0,Female,3rd,C,46.0,Ahmedabad,Maharashtra,88.98,7.3,4.8,10.0,Yes,No,Yes,Medium,Post Graduate,1.0,Hindi,Hindi,Kabaddi,Paneer,Vegetarian,Engineer,Cycle,,Leadership,NCC,Yes,11.0,16.0,0.0,69.76,Average,Low,5.0,3.0,Excellent,94.0,40.0,68.0,52.0,,73.0,66.0,Fail,Average
STU03077,Zain Kuruvilla,Ryan Singhal,Eva Balasubramanian,18.0,Male,10th,B,45.0,Delhi,Maharashtra,86.05,8.0,9.1,3.0,No,No,,Low,Post Graduate,1.0,Hindi,English,Volleyball,Pasta,Vegan,Teacher,Cycle,,,Drama,No,5.0,19.0,7.0,53.12,Average,High,5.0,10.0,Average,95.0,69.0,49.0,53.0,49.0,43.0,59.67,Pass,Average
STU03078,Mamooty Sathe,Hazel Kata,,15.0,Female,12th,D,52.0,Patna,Maharashtra,72.94,7.2,4.3,2.9,No,Yes,No,High,Primary,5.0,English,English,Athletics,Pizza,Vegetarian,Teacher,Cycle,Leadership,Public Speaking,Drama,No,19.0,,,51.1,,Medium,2.0,6.0,Average,81.0,70.0,99.0,83.0,84.0,83.0,83.33,Pass,Good
,Ahana  Dayal,Prerak Deshmukh,Alisha Batra,7.0,Female,4th,D,,,Uttar Pradesh,97.39,6.7,5.0,5.5,Yes,No,Yes,,Post Graduate,4.0,Science,Computer,Chess,Pizza,Non-Vegetarian,Artist,Auto,Creativity,Teamwork,Coding Club,Yes,,24.0,3.0,80.89,Average,High,8.0,1.0,,,87.0,65.0,46.0,38.0,56.0,63.83,Fail,Average
STU03080,Priyansh Bedi,,Anvi Varkey,,Female,1st,D,43.0,Delhi,Gujarat,74.71,3.9,8.6,4.4,Yes,,Yes,High,,3.0,Social Science,Science,Athletics,Burger,Non-Vegetarian,Athlete,Cycle,Graphic Design,Creativity,Dance,Yes,3.0,,2.0,85.53,Average,Medium,9.0,7.0,Good,49.0,86.0,41.0,92.0,93.0,71.0,72.0,Pass,Good
STU03081,Shray Kara,Nishith Brar,Kartik Mahajan,10.0,Female,10th,D,31.0,Bhopal,Gujarat,54.09,7.0,8.1,9.0,No,No,,Medium,Secondary,1.0,Social Science,Computer,Badminton,Burger,Vegetarian,Teacher,Bus,Python,Leadership,Quiz Competition,Yes,5.0,24.0,12.0,,Poor,High,1.0,,Excellent,83.0,57.0,60.0,62.0,97.0,76.0,72.5,Pass,Good
STU03082,Samaira Mann,Gatik Shukla,Arhaan Sani,18.0,Female,7th,A,45.0,Mumbai,Madhya Pradesh,68.62,7.0,,8.4,Yes,,Yes,High,Primary,4.0,,Social Science,Hockey,Paneer,Vegan,Scientist,Walking,Critical Thinking,Leadership,Sports Club,Yes,8.0,19.0,12.0,75.77,Average,Medium,8.0,,Average,86.0,84.0,85.0,,49.0,56.0,68.83,Pass,Average
STU03083,Ela Desai,Tara Vaidya,,10.0,,1st,D,24.0,Mumbai,Maharashtra,69.11,6.8,7.1,2.4,No,,Yes,Low,Post Graduate,,Computer,,Hockey,Pizza,Non-Vegetarian,IAS,Walking,Public Speaking,Teamwork,Music,No,3.0,14.0,8.0,57.08,Poor,,4.0,7.0,Excellent,56.0,84.0,72.0,99.0,99.0,98.0,84.67,Fail,Good
STU03084,Mehul Chaudhari,Manjari Saran,Uthkarsh Maharaj,6.0,Male,,C,26.0,,Telangana,53.26,2.1,6.8,6.7,Yes,No,No,Low,Post Graduate,0.0,Social Science,English,Chess,Pasta,Vegetarian,Athlete,Auto,Critical Thinking,Graphic Design,,Yes,1.0,20.0,1.0,61.69,Average,Low,6.0,1.0,Good,69.0,56.0,43.0,48.0,87.0,95.0,66.33,Pass,Average
STU03085,Zeeshan Sehgal,Alia Mann,Jayant Kara,15.0,,2nd,B,7.0,Patna,Uttar Pradesh,52.86,3.3,7.2,3.8,No,No,Yes,Low,,5.0,Maths,English,Kabaddi,,Non-Vegetarian,Artist,Walking,Leadership,Problem Solving,NCC,,19.0,22.0,0.0,,Average,Medium,4.0,6.0,Good,55.0,72.0,56.0,56.0,73.0,68.0,63.33,Pass,Average
STU03086,Aniruddh Jain,Devansh Cheema,Kabir Maharaj,9.0,Male,11th,A,56.0,Jaipur,Madhya Pradesh,52.75,7.9,4.5,9.8,No,Yes,No,High,Post Graduate,0.0,Science,Computer,Kabaddi,Burger,Non-Vegetarian,Business,Auto,Critical Thinking,Video Editing,Music,No,6.0,14.0,12.0,56.96,Average,Medium,7.0,1.0,,90.0,38.0,68.0,55.0,69.0,98.0,69.67,Pass,Average
STU03087,Darshit Chakrabarti,Aarav Chaudhary,Zoya Rajagopal,14.0,Female,6th,B,55.0,Indore,Madhya Pradesh,89.84,2.4,6.4,4.2,No,Yes,Yes,High,Graduate,2.0,Maths,Maths,Badminton,Pizza,Non-Vegetarian,Doctor,Bus,Public Speaking,Critical Thinking,Quiz Competition,Yes,16.0,,2.0,,,High,5.0,10.0,,54.0,57.0,35.0,84.0,53.0,80.0,60.5,Pass,Average
STU03088,Dhanush Dhar,Aradhya Kumer,Abram Dutta,6.0,Female,6th,D,,Ahmedabad,Telangana,95.46,,6.6,1.3,Yes,Yes,Yes,Low,Post Graduate,0.0,Social Science,,Badminton,Dosa,Non-Vegetarian,IAS,Bus,Problem Solving,Teamwork,Quiz Competition,No,7.0,0.0,4.0,74.68,Poor,High,4.0,9.0,Good,43.0,53.0,78.0,39.0,96.0,60.0,61.5,Pass,Average
STU03089,Trisha Bains,Miraan Chada,Yakshit Mahal,16.0,Female,8th,,10.0,Ahmedabad,Gujarat,50.05,3.4,,1.1,No,Yes,No,,Post Graduate,1.0,Social Science,Maths,Cricket,Burger,Vegan,Engineer,Cycle,Python,Teamwork,Debate Club,Yes,8.0,,11.0,61.05,Average,Medium,10.0,9.0,Needs Improvement,,92.0,,89.0,60.0,80.0,83.33,Pass,Good
STU03090,Nitya Butala,,,9.0,Male,11th,B,23.0,Delhi,Uttar Pradesh,81.44,7.2,5.6,1.1,Yes,Yes,No,High,Post Graduate,4.0,,Maths,Cricket,Paneer,Vegetarian,Scientist,Auto,Leadership,Public Speaking,Drama,No,7.0,1.0,11.0,46.66,,Low,6.0,9.0,Excellent,56.0,49.0,56.0,80.0,84.0,40.0,60.83,Fail,
STU03091,Rhea Char,,Hiran Ganguly,17.0,Male,6th,,14.0,,Uttar Pradesh,,3.4,7.7,2.1,No,No,No,Medium,Post Graduate,5.0,Science,Science,Kabaddi,Paneer,Vegetarian,Scientist,Auto,Python,Python,Science Fair,No,9.0,18.0,6.0,94.1,Average,High,1.0,8.0,Needs Improvement,65.0,52.0,78.0,66.0,56.0,78.0,65.83,Pass,Average
STU03092,Samiha Gera,Ivana Lanka,Dhanuk Agrawal,11.0,Male,2nd,C,35.0,Lucknow,Gujarat,83.79,1.9,7.9,4.9,Yes,,Yes,Medium,Secondary,,Maths,English,Cricket,Pasta,,Athlete,Cycle,Communication,Public Speaking,Drama,Yes,18.0,3.0,2.0,50.28,Good,Low,4.0,1.0,Needs Improvement,80.0,68.0,64.0,41.0,68.0,75.0,66.0,Fail,Average
STU03093,Diya Dubey,Inaaya  Dayal,Misha Divan,13.0,Female,5th,B,23.0,Ahmedabad,Maharashtra,63.24,7.2,5.9,4.9,No,No,,Low,Secondary,5.0,Hindi,Maths,Kabaddi,Biryani,Vegan,Artist,Auto,Public Speaking,Problem Solving,Quiz Competition,No,4.0,11.0,9.0,59.85,Poor,Medium,5.0,3.0,Good,47.0,92.0,91.0,,95.0,48.0,76.5,Pass,Good
STU03094,Fateh Hari,Vidur Rana,Khushi Raman,6.0,Female,4th,A,47.0,Indore,Maharashtra,85.4,,8.7,9.8,No,Yes,Yes,Medium,,,Social Science,Hindi,,Pasta,Vegetarian,,Walking,Critical Thinking,Communication,Science Fair,No,1.0,1.0,6.0,49.0,Poor,,8.0,4.0,Excellent,83.0,63.0,35.0,,38.0,66.0,55.17,Fail,Average
STU03095,Nitya Devi,,,12.0,,1st,B,38.0,Ahmedabad,Uttar Pradesh,62.45,,6.7,5.1,No,No,Yes,High,Graduate,5.0,Hindi,Science,Athletics,Pizza,Vegan,Teacher,Bus,Communication,Leadership,Debate Club,Yes,14.0,12.0,12.0,62.6,Poor,Low,10.0,8.0,Needs Improvement,,35.0,87.0,71.0,48.0,100.0,68.0,Pass,Average
STU03096,Jiya Chaudhari,Mehul Zachariah,Shamik Sane,8.0,Male,7th,D,,Hyderabad,Rajasthan,67.28,3.3,7.9,8.7,No,Yes,Yes,Low,Secondary,4.0,English,Science,Chess,Dosa,Vegan,Scientist,Private Vehicle,Teamwork,Critical Thinking,Coding Club,,3.0,23.0,12.0,57.1,Good,Low,1.0,3.0,Excellent,52.0,83.0,87.0,71.0,44.0,63.0,66.67,,Average
STU03097,Shayak Samra,Tushar Chad,Prisha Tripathi,10.0,Male,12th,A,48.0,Patna,Telangana,81.66,5.1,9.9,9.1,Yes,No,Yes,Medium,Primary,4.0,English,English,Hockey,Biryani,Vegetarian,Teacher,Cycle,Problem Solving,Graphic Design,Coding Club,No,2.0,6.0,1.0,55.65,Average,High,5.0,1.0,Excellent,82.0,94.0,,66.0,49.0,77.0,75.0,Pass,Good
,Aniruddh Sarraf,Neysa Mall,Dhanush Dugar,9.0,,5th,A,34.0,Indore,Uttar Pradesh,59.76,1.4,6.5,6.2,Yes,Yes,Yes,High,,5.0,English,Science,Badminton,Biryani,Vegetarian,Business,Walking,Public Speaking,Communication,Sports Club,Yes,15.0,10.0,9.0,94.7,Average,High,,9.0,Needs Improvement,71.0,97.0,62.0,90.0,,,68.0,Pass,Average
STU03099,Dhanush Karan,Aarna Dass,Nirvi Warrior,10.0,Female,9th,D,22.0,Patna,Telangana,68.09,3.7,9.2,,No,No,No,High,Secondary,1.0,Social Science,Social Science,Basketball,Biryani,Vegan,Engineer,Auto,Creativity,Public Speaking,,No,4.0,,4.0,59.51,Poor,High,3.0,3.0,Good,48.0,73.0,57.0,58.0,65.0,55.0,59.33,Pass,
STU03100,Riya Gade,Uthkarsh Keer,Siya Goel,18.0,Male,11th,C,39.0,Lucknow,Gujarat,,5.2,6.0,7.9,Yes,No,Yes,Medium,Primary,0.0,Maths,Hindi,,,Non-Vegetarian,IAS,Private Vehicle,Python,Problem Solving,Quiz Competition,No,10.0,,5.0,80.26,Poor,Medium,1.0,,,77.0,70.0,41.0,88.0,,48.0,60.0,Fail,Average
STU03101,Ishita Virk,Anahi Bansal,Manikya Shroff,17.0,Male,9th,A,43.0,Mumbai,Maharashtra,74.29,1.8,7.7,4.8,Yes,No,Yes,High,Graduate,1.0,Social Science,Computer,Volleyball,Pasta,Non-Vegetarian,Teacher,Auto,,Creativity,Dance,No,,21.0,9.0,46.16,Good,Low,6.0,,Needs Improvement,60.0,74.0,87.0,51.0,80.0,73.0,70.83,Pass,Good
STU03102,Damini Gour,Dhruv Sengupta,Biju Manda,13.0,Female,10th,A,12.0,Hyderabad,Maharashtra,64.82,,7.6,2.2,No,No,Yes,Medium,,4.0,Science,Hindi,Kabaddi,Paneer,Vegan,Athlete,,Leadership,Communication,NCC,Yes,11.0,12.0,4.0,57.03,Poor,Medium,5.0,5.0,,58.0,78.0,54.0,70.0,62.0,65.0,64.5,Pass,Average
STU03103,Abram Thakur,Zara Subramaniam,Krish Dewan,17.0,Female,9th,C,51.0,Lucknow,Telangana,64.96,3.0,4.6,8.7,Yes,No,No,Low,Secondary,2.0,English,Computer,Athletics,Pizza,Non-Vegetarian,Athlete,Auto,Video Editing,Python,Music,No,,2.0,0.0,56.11,Poor,Medium,3.0,4.0,Good,43.0,73.0,36.0,63.0,90.0,78.0,63.83,Pass,
STU03104,Aarna Dash,Elakshi Kaur,Mishti Krishnamurthy,12.0,Male,6th,B,38.0,Hyderabad,Uttar Pradesh,79.8,2.5,6.0,1.2,Yes,No,Yes,High,Post Graduate,1.0,Maths,Social Science,Football,Biryani,Vegan,Artist,Auto,Problem Solving,Teamwork,Sports Club,No,16.0,23.0,0.0,95.01,Poor,Low,4.0,3.0,Excellent,81.0,44.0,,,63.0,56.0,65.0,Pass,Average
STU03105,Ehsaan Sha,Kanav Ray,Anahita D’Alia,14.0,Male,2nd,D,14.0,Patna,Madhya Pradesh,92.83,2.3,7.2,8.8,No,Yes,,Medium,Primary,2.0,Hindi,Computer,Basketball,Biryani,Vegetarian,Business,Walking,Graphic Design,Teamwork,NCC,No,11.0,,6.0,91.16,Good,Medium,6.0,7.0,Average,61.0,73.0,60.0,59.0,54.0,96.0,67.17,,Average
STU03106,Madhav Bhandari,Ritvik Deshpande,Tara Hans,9.0,Female,1st,B,27.0,Delhi,Uttar Pradesh,61.49,4.3,6.4,,No,Yes,Yes,Low,Graduate,2.0,Social Science,Maths,Kabaddi,Biryani,Non-Vegetarian,Athlete,Cycle,Teamwork,Leadership,,No,16.0,5.0,6.0,71.81,Average,Low,,2.0,Needs Improvement,82.0,67.0,100.0,46.0,56.0,58.0,68.17,Pass,Average
STU03107,Jayesh Kumar,Alisha Maharaj,Vanya Rege,10.0,Female,12th,A,45.0,,Rajasthan,97.57,5.8,9.7,,Yes,No,Yes,Medium,Secondary,1.0,Social Science,Social Science,Cricket,Biryani,Non-Vegetarian,,Auto,,,Music,Yes,6.0,21.0,5.0,51.52,Average,Low,5.0,8.0,Average,43.0,100.0,42.0,91.0,81.0,76.0,72.17,Pass,Good
